Query	Statistic	P-value	FDR (BH)	Event_SD	Event_TD
DYNC1I2	0.078660197	0.296326413	0.514944941	178	178
DYNC1LI1	0.10738275	0.153666455	0.345374003	178	178
DYNC1LI2	0.033444033	0.657635921	0.810274329	178	178
DYNC2H1	0.080727417	0.284079771	0.50177699	178	178
DYNC2LI1	-0.024830625	0.742156723	0.862801452	178	178
DYNLL1	-0.215977181	0.003786192	0.025850687	178	178
DYNLL2	0.145689883	0.052329006	0.170442062	178	178
DYNLRB1	-0.235441313	0.001558081	0.013211618	178	178
LOC100130093	0.277109376	0.000180642	0.002413518	178	178
DYNLT1	-0.103172686	0.17038875	0.368424402	178	178
DYNLT3	-0.155404291	0.038416295	0.138065927	178	178
DYRK1A	0.120259083	0.109782947	0.278171193	178	178
DYRK1B	0.011585988	0.878009925	0.938536572	178	178
DYRK2	-0.130136425	0.083391424	0.23225099	178	178
DYRK3	0.14358539	0.055864457	0.178142844	178	178
DYRK4	0.021443109	0.776124299	0.88344523	178	178
DYSFIP1	0.007504896	0.920801809	0.959574966	178	84
DYSF	0.092036788	0.221757541	0.432618106	178	178
DYTN	-0.011618718	0.877667994	0.938536572	178	3
DYX1C1	0.028251085	0.708154541	0.842261631	178	178
DZIP1L	0.22554056	0.002470047	0.018829109	178	178
LAMA2	0.278175266	0.000180032	0.002407003	178	178
DZIP3	0.048863291	0.517171407	0.712475351	178	178
E2F1	-0.233882559	0.00172027	0.014188231	178	178
E2F2	-0.162415459	0.030408573	0.116598628	178	178
E2F3	-0.132843083	0.07711038	0.220344024	178	178
C15orf34	0.277212723	0.000179598	0.002402827	178	178
E2F5	-0.04244791	0.573714446	0.752720914	178	178
E2F6	0.070134095	0.352236819	0.571427587	178	178
E2F7	-0.177476171	0.017893244	0.08010437	178	178
E2F8	-0.225273398	0.002553425	0.019271539	178	177
E4F1	-0.147077301	0.050101235	0.165420242	178	178
EAF1	-0.096266948	0.201149446	0.407659028	178	178
EAF2	0.038821017	0.606589092	0.776204796	178	178
EAPP	-0.021860173	0.77209859	0.881328058	178	178
EARS2	-0.087354517	0.246268098	0.460492233	178	178
TM9SF4	-0.277390396	0.000177818	0.002380619	178	178
EBF1	0.143777881	0.055594218	0.177653532	178	178
EBF2	0.144503775	0.054298074	0.174868098	178	175
EBF3	0.151893388	0.043053759	0.148966759	178	178
EBF4	0.131856838	0.079351001	0.224475922	178	178
EBI3	0.232278183	0.001853614	0.015028955	178	178
EBNA1BP2	-0.177633819	0.017685845	0.079463737	178	178
EBPL	0.121925167	0.104921116	0.270602602	178	178
EBP	-0.093623029	0.213642096	0.422794115	178	178
ECD	0.001926743	0.979636304	0.990508893	178	178
ECE1	-0.001837373	0.980572001	0.990856681	178	178
ECE2	0.119136722	0.113209585	0.283691084	178	178
ECEL1	0.164409402	0.028308374	0.111310093	178	176
ECH1	-0.003701347	0.96089189	0.980882569	178	178
ECHDC1	0.243771863	0.001041689	0.009776156	178	178
ECHDC2	0.135641096	0.071061979	0.209359238	178	178
GNL2	-0.277655162	0.000175196	0.002347098	178	178
ECHS1	-0.096323284	0.200884673	0.40745651	178	178
ECM1	-0.135611307	0.071124467	0.209506213	178	178
ECM2	0.06725508	0.372051254	0.589498518	178	178
ECSCR	0.164300708	0.028515785	0.111923607	178	178
ECSIT	0.111698981	0.137702756	0.321784266	178	178
ECT2L	-0.110761675	0.141056904	0.326399623	178	177
TMEM189	-0.278866808	0.000173264	0.002322801	178	178
EDA2R	0.070939438	0.346721115	0.565541806	178	178
ARMCX6	0.277931927	0.000172493	0.002315552	178	178
EDAR	-0.052120005	0.489604278	0.690593836	178	175
PEBP4	0.277920177	0.000172607	0.002315552	178	164
EDC3	-0.034303746	0.649412515	0.805374573	178	178
EDC4	-0.160821722	0.032091335	0.120986474	178	178
EDDM3A	0.028540198	0.705305696	0.840552075	178	51
EDDM3B	-0.023622381	0.754291944	0.870106691	178	7
EDEM1	-0.040857341	0.587834384	0.762368801	178	178
EDEM2	0.03318873	0.660085962	0.812229017	178	178
EDEM3	0.020919665	0.781449924	0.88704884	178	178
EDF1	0.014363859	0.84907605	0.923352139	178	178
EDIL3	-0.06616138	0.379891053	0.596613906	178	178
EDN1	0.155589412	0.038183959	0.137481721	178	178
C13orf36	0.277964418	0.000172178	0.00231294	178	169
EDN3	0.149280424	0.046802706	0.157602879	178	178
EDNRA	-0.004137547	0.956253852	0.97842097	178	178
EDNRB	0.188973949	0.011528134	0.058196918	178	178
EEA1	0.129921515	0.083905669	0.233134801	178	178
EED	0.025055097	0.739909081	0.861607807	178	178
LOC154822	0.278010976	0.000171728	0.002308462	178	148
EEF1A1	0.191979394	0.010347248	0.053885589	178	178
EEF1A2	0.137611531	0.066987723	0.201496303	178	178
EEF1B2	0.160649454	0.032180276	0.121229335	178	178
EEF1DP3	0.051159418	0.497652944	0.697123074	178	168
EEF1D	0.086675696	0.249709906	0.464052448	178	178
EEF1E1	0.050068702	0.50687593	0.704281399	178	178
EEF1G	0.021985715	0.770825957	0.880396955	178	178
EEF2K	0.149329364	0.04673006	0.157497904	178	178
EEF2	0.139884044	0.062560185	0.192150526	178	178
EEFSEC	-0.118311253	0.115747165	0.287391315	178	178
EEPD1	0.13860515	0.065064424	0.197328823	178	178
EFCAB10	-0.213217169	0.004337938	0.028573749	178	178
NPM2	0.279102996	0.000171008	0.002300349	178	178
SRR	0.279126402	0.000170786	0.002298925	178	178
EFCAB3	0.025562236	0.734839214	0.858014212	178	81
EFCAB4A	0.051590067	0.49367211	0.693878857	178	178
EFCAB4B	0.026797783	0.722535707	0.852089627	178	178
EFCAB5	-0.216516569	0.003697787	0.025353687	178	170
SRD5A1	-0.278200948	0.000169903	0.002288596	178	178
EFCAB7	0.143883285	0.055352334	0.177195573	178	178
EFEMP1	0.103015283	0.171200792	0.369788352	178	178
EFEMP2	-0.044740613	0.55282808	0.737590079	178	178
EFHA1	0.072077823	0.339018	0.557715635	178	178
EFHA2	0.243462136	0.00105766	0.009867608	178	178
EFHB	-0.073109866	0.332129319	0.550970022	178	171
EFHC1	-0.010403977	0.890273138	0.9441307	178	178
EFHC2	-0.071669319	0.341769607	0.560750691	178	178
EFHD1	0.148605984	0.047738489	0.159969646	178	178
EFHD2	-0.150178365	0.045484736	0.154868489	178	178
EFNA1	-0.127138326	0.090798487	0.245819954	178	178
EFNA2	-0.10905456	0.147325282	0.335739324	178	169
EFNA3	-0.229037512	0.002152134	0.016914267	178	178
EFNA4	-0.202699353	0.006739921	0.039524078	178	178
EFNA5	-0.145816333	0.052189955	0.170129274	178	178
EFNB1	-0.160872789	0.03203621	0.120916972	178	178
EFNB2	-0.032633333	0.665428345	0.81621364	178	178
EFNB3	-0.019008883	0.800975435	0.897745259	178	178
EFR3A	0.125829784	0.0942073	0.251839278	178	178
EFR3B	0.117669526	0.117688635	0.290424943	178	178
EFS	-0.148625056	0.047784663	0.160039047	178	178
EFTUD1	-0.007928267	0.916349862	0.957610303	178	178
EFTUD2	-0.065499698	0.38503775	0.601543531	178	178
EGFL6	-0.128557651	0.087230198	0.239734528	178	178
EGFL7	0.128717169	0.08683485	0.238946887	178	178
EGFL8	0.009169842	0.903222538	0.95052275	178	178
EGFLAM	-0.229832376	0.002027569	0.016134068	178	178
EGFR	0.146184446	0.05159405	0.16871519	178	178
CHN2	0.278421178	0.00016781	0.002261943	178	178
TRIM16	-0.278421622	0.000167806	0.002261943	178	178
EGLN2	-0.047748313	0.526789177	0.718444664	178	178
EGLN3	-0.182061624	0.015108007	0.070994708	178	178
AP2M1	-0.278535016	0.000166737	0.002250555	178	178
EGR1	-0.053430631	0.478370101	0.682999184	178	178
EGR2	0.080060302	0.287792129	0.506028949	178	178
EGR3	-0.034576016	0.646513386	0.803867841	178	178
EGR4	-0.120008256	0.110577777	0.279468938	178	175
EHBP1L1	-0.194566824	0.009347655	0.05003804	178	178
EHBP1	-0.041299928	0.583793645	0.759566477	178	178
EHD1	-0.19832051	0.007961557	0.044585623	178	178
EHD2	-0.11929318	0.112733552	0.28292845	178	178
EHD3	0.002714036	0.971318466	0.986379478	178	178
EHD4	0.034281367	0.649626043	0.805474378	178	178
EHF	0.141476794	0.059602352	0.185515018	178	178
EHHADH	0.105297371	0.161862017	0.356557835	178	178
EHMT1	0.021555883	0.774978267	0.882844812	178	178
EHMT2	0.00556957	0.94113304	0.970735211	178	178
EI24	0.036733626	0.626085077	0.789151346	178	178
EID1	0.079693338	0.290313667	0.508698489	178	178
EID2B	0.021136703	0.779240486	0.885506659	178	178
EID2	0.003673682	0.961155445	0.980927512	178	178
EID3	0.023543268	0.754864153	0.870120213	178	178
EIF1AD	-0.095774255	0.203271117	0.4104026	178	178
EIF1AX	-0.011376403	0.880199992	0.939534018	178	178
EIF1AY	-0.026185528	0.728623844	0.855110767	178	116
EIF1B	0.162561388	0.030158598	0.115998844	178	178
EIF1	-0.066140102	0.380044572	0.596807606	178	178
LOC154449	0.278607833	0.000166055	0.002242871	178	25
EIF2AK2	-0.010965722	0.884388335	0.941543683	178	178
EIF2AK3	0.140837233	0.060827195	0.188290069	178	178
EIF2AK4	0.033157877	0.660382295	0.812229017	178	178
EIF2A	0.078653855	0.296671466	0.515363398	178	178
EIF2B1	-0.07263744	0.335271465	0.554272883	178	178
EIF2B2	0.013870197	0.854069224	0.926022734	178	178
EIF2B3	-0.119726128	0.111424434	0.280924479	178	178
EIF2B4	0.168833145	0.024269061	0.099522277	178	178
EIF2B5	-0.243734367	0.001076123	0.009999651	178	178
EIF2C1	0.011904097	0.874687593	0.937100962	178	178
EIF2C2	-0.043129876	0.567568331	0.747957092	178	178
EIF2C3	0.018533325	0.806034909	0.901194973	178	178
EIF2C4	0.189440905	0.01141861	0.057791551	178	178
EIF2S1	-0.03299829	0.661915896	0.813128773	178	178
EIF2S2	-0.123940344	0.099294802	0.261379746	178	178
EIF2S3	0.035720859	0.635949786	0.796054381	178	178
EIF3A	0.203667619	0.006395927	0.037982321	178	178
EIF3B	-0.218513429	0.003386467	0.023771388	178	178
EIF3CL	0.063290951	0.400941621	0.616598197	178	178
EIF3C	-0.140215792	0.061934383	0.190583642	178	170
EIF3D	-0.032046038	0.670807982	0.819305561	178	178
EIF3E	0.123680684	0.100010638	0.26258337	178	178
EIF3F	0.057247941	0.447471584	0.65889516	178	178
EIF3G	-0.014344708	0.849274875	0.923352139	178	178
EIF3H	-0.006884563	0.927266369	0.962760051	178	178
EIF3IP1	0.019132395	0.799895123	0.897374682	178	115
EIF3I	-0.174623043	0.019738102	0.085818213	178	178
EIF3J	0.14277469	0.057278007	0.180842299	178	178
EIF3K	-0.063125048	0.402539191	0.61790172	178	178
EIF3L	0.192362402	0.010193564	0.053281926	178	178
EIF3M	-0.031863096	0.672865197	0.820905504	178	178
EIF4A1	-0.009533699	0.899401881	0.949149526	178	178
EIF4A2	0.021626102	0.774264946	0.882795078	178	178
EIF4A3	-0.086375673	0.251357409	0.465430929	178	178
EIF4B	0.192528474	0.010033081	0.052666349	178	178
EIF4E1B	0.09778183	0.194117214	0.398538299	178	95
EIF4E2	-0.058432104	0.438486565	0.651633349	178	178
CSF1R	0.278669069	0.000165483	0.002236672	178	178
ETAA1	0.278727584	0.000164938	0.002230832	178	178
EIF4EBP2	0.242141016	0.001128337	0.01038132	178	178
EIF4EBP3	0.152874313	0.04171305	0.145776169	178	178
EIF4ENIF1	-0.097623435	0.19484401	0.399432028	178	178
EIF4E	-0.06353565	0.399120414	0.615041074	178	178
EIF4G1	-0.075315263	0.317390037	0.536232962	178	178
EIF4G2	0.044025783	0.559541943	0.742639556	178	178
EIF4G3	-0.096769063	0.198798453	0.404469658	178	178
EIF4H	0.013243575	0.860722772	0.929746099	178	178
EIF5A2	-0.08946638	0.23498943	0.44786319	178	178
EIF5AL1	-0.090003655	0.232178843	0.444575043	178	178
EIF5A	-0.105279229	0.161793471	0.356508145	178	178
EIF5B	0.041540372	0.581603837	0.758216922	178	178
EIF5	0.084635116	0.261063839	0.476901356	178	178
EIF6	-0.228007769	0.002206032	0.017228308	178	178
ELAC1	0.21841555	0.003401157	0.023857569	178	178
ELAC2	0.072910826	0.333119306	0.55209967	178	178
ELANE	0.193802644	0.009540424	0.0508083	178	151
ELAVL1	-0.167952226	0.025031396	0.101803954	178	178
ELAVL2	0.010580468	0.888525315	0.943542214	178	168
ELAVL3	0.233824765	0.00168202	0.013939759	178	165
ROPN1L	0.278859381	0.000163716	0.002215829	178	172
ELF1	0.100342685	0.182464943	0.384442955	178	178
ELF2	0.112329821	0.13547985	0.318673729	178	178
ELF3	-0.01467664	0.845686834	0.92191474	178	178
C2orf50	0.278880787	0.000163519	0.002214671	178	176
ELF5	0.059504931	0.430111386	0.643969639	178	153
ELFN1	0.091205825	0.225741713	0.43724328	178	178
ELFN2	0.024385884	0.746384845	0.865624588	178	178
ELK1	-0.158389623	0.034811815	0.128307332	178	178
ELK3	0.053124225	0.480899486	0.684812505	178	178
ELK4	0.05835228	0.438747623	0.651972307	178	178
ELL2	0.199133338	0.007703532	0.04346067	178	178
ELL3	-0.224669097	0.00262384	0.019625843	178	178
ELL	-0.104529283	0.164961644	0.360835349	178	178
ELMO1	0.160847255	0.032063762	0.12093897	178	178
ELMO2	0.048106825	0.523328814	0.71639349	178	178
ELMO3	-0.04288941	0.569388997	0.749242998	178	178
ELMOD1	-0.116659432	0.120957936	0.294995341	178	174
ELMOD2	0.1488722	0.047336671	0.158919413	178	178
ELMOD3	-0.103765395	0.168088053	0.365330091	178	178
ELN	0.188168468	0.011991563	0.059883693	178	178
ELOF1	-0.057673536	0.444464108	0.656078925	178	178
ELOVL1	-0.176563336	0.018498163	0.081958923	178	178
ZNF878	0.278905351	0.000163292	0.00221312	178	171
ELOVL3	-0.0567909	0.451476976	0.66267115	178	170
ELOVL4	-0.010769962	0.886438398	0.942388864	178	178
ELOVL5	-0.031760926	0.673854077	0.821617199	178	178
ELOVL6	-0.075955818	0.313601369	0.532745144	178	178
ELOVL7	0.197043606	0.008471965	0.046651248	178	178
ELP2P	0.020034492	0.790478948	0.892136567	178	178
ELP2	0.083792499	0.265854127	0.481989456	178	178
ELP3	0.074330082	0.323775392	0.542662706	178	178
ELP4	0.049618694	0.510706937	0.707044667	178	178
ELSPBP1	0.07673035	0.308678009	0.527910266	178	14
ELTD1	0.147427093	0.04962407	0.164283671	178	178
EMB	-0.240114009	0.001245228	0.011166957	178	178
WWC2	0.278949941	0.000162882	0.002209074	178	178
EMD	-0.118512206	0.115125368	0.286706141	178	178
EME1	-0.243202412	0.001104251	0.0101892	178	178
EME2	-0.034978174	0.642685006	0.800762307	178	178
EMG1	-0.065816743	0.3827365	0.599444268	178	178
FGF19	0.278987894	0.000162534	0.002205861	178	171
DPP6	0.280049876	0.000162235	0.002203316	178	177
EMILIN1	-0.039731724	0.59816853	0.770164378	178	178
EMILIN2	0.105406898	0.161283193	0.355986795	178	178
EMILIN3	0.078087813	0.299863314	0.518811547	178	178
EML1	0.050336781	0.504238723	0.702417507	178	178
EML2	-0.104344163	0.165715283	0.362003315	178	178
EML3	-0.01419896	0.850788387	0.92419445	178	178
EML4	0.033690843	0.654972586	0.808756583	178	178
KIF19	0.28009456	0.000161831	0.002199347	178	177
EML6	0.03536443	0.639324922	0.798257941	178	178
EMP1	-0.016818301	0.823676356	0.910290467	178	178
EMP2	-0.170996958	0.02258559	0.094540105	178	178
EMP3	-0.11881442	0.114195154	0.285293112	178	178
ARHGAP18	0.27908293	0.000161664	0.002198588	178	178
EMR2	0.18733649	0.012379737	0.061321874	178	178
EMR3	0.168983319	0.024141113	0.09926609	178	163
EMR4P	0.144634894	0.054077434	0.174413174	178	172
EMX1	-0.042172638	0.576204117	0.754210645	178	141
EMX2OS	-0.137341481	0.067530458	0.202724651	178	169
EMX2	-0.182897057	0.014541224	0.068953994	178	166
EN1	-0.119721678	0.111437828	0.280924479	178	168
EN2	0.005490147	0.942019226	0.971142702	178	138
ENAH	0.146603782	0.050852532	0.167260787	178	178
FAM180B	0.279094756	0.000161556	0.002198588	178	156
ENC1	0.111674452	0.13778975	0.32187295	178	178
ENDOD1	-0.103831357	0.167816357	0.365060577	178	178
ENDOG	-0.029601172	0.694615038	0.834263713	178	178
ENDOU	0.162682424	0.03003434	0.115743496	178	172
ENGASE	-0.074189646	0.324692341	0.543600571	178	178
ENG	0.213911066	0.004142713	0.027616712	178	178
ENHO	0.221284917	0.002993564	0.021698947	178	177
ENKUR	-0.183402151	0.014368968	0.068383144	178	178
ENO1	-0.107450726	0.153404673	0.344979592	178	178
SLC44A3	0.279092505	0.000161577	0.002198588	178	178
ENO3	-0.030020369	0.690785305	0.831595337	178	178
ENOPH1	-0.134109066	0.074334147	0.215619379	178	178
ENOSF1	0.018974848	0.801508636	0.898199827	178	178
ENOX1	-0.119314331	0.112617431	0.282800694	178	178
ENOX2	-0.004712058	0.950185369	0.97560777	178	178
ENPEP	0.054244552	0.472052482	0.678820529	178	178
ENPP1	-0.027579772	0.71478507	0.846661074	178	178
ENPP2	0.105547334	0.160723283	0.355258461	178	178
ENPP3	-0.010421194	0.890192786	0.944096119	178	172
ENPP4	0.206016625	0.005878079	0.035918767	178	178
ZNF563	0.280154139	0.000161295	0.002198099	178	178
C10orf47	0.279139318	0.00016115	0.002197645	178	178
ENPP7	0.1923618	0.010099159	0.052858858	178	118
ENSA	-0.152763666	0.0418625	0.146081832	178	178
ENTHD1	-0.019038772	0.800853852	0.897745259	178	167
ENTPD1	0.028924525	0.701258399	0.83803314	178	178
ENTPD2	-0.130927974	0.08151921	0.228776732	178	178
RFPL4A	0.279165737	0.00016091	0.002195884	178	108
ENTPD4	0.043576696	0.56321312	0.745247339	178	178
ENTPD5	0.001467132	0.984488566	0.992519471	178	178
ENTPD6	-0.091920773	0.222113411	0.433015985	178	178
ENTPD7	-0.031306637	0.678257821	0.824027412	178	178
ENTPD8	-0.006022795	0.936351534	0.968075669	178	178
ENY2	-0.034598395	0.646603768	0.803867841	178	178
EOMES	0.235499891	0.00155375	0.013186207	178	174
EP300	0.084937267	0.259360644	0.474782068	178	178
EP400NL	-0.145039679	0.053465983	0.173147127	178	178
EP400	0.010371002	0.890718358	0.944400258	178	178
EPAS1	0.188844151	0.011586255	0.05836743	178	178
EPB41L1	0.008731515	0.907910578	0.953235886	178	178
EPB41L2	0.126151085	0.09336315	0.25025931	178	178
EPB41L3	0.07127666	0.344090102	0.562549622	178	178
WDFY2	0.279198897	0.000160609	0.002193289	178	178
ZNF683	0.279226558	0.000160358	0.002191379	178	176
TGM1	0.280535019	0.000157904	0.002159335	178	178
EPB41	0.143691857	0.055680977	0.177789772	178	178
EPB42	0.037499035	0.619224573	0.784906841	178	56
EPB49	0.087990689	0.242577436	0.45591923	178	178
EPC1	0.222807255	0.002852012	0.020901848	178	178
EPC2	0.151873335	0.042998747	0.148828502	178	178
EPCAM	-0.042655349	0.571499544	0.750711553	178	178
EPDR1	0.024905073	0.741175297	0.862279671	178	178
EPGN	-0.114225194	0.128966276	0.30765824	178	37
EPHA10	-0.165307167	0.027547234	0.109227795	178	178
EPHA1	-0.044605521	0.554377363	0.738597088	178	178
EPHA2	-0.100089475	0.18357542	0.385802993	178	178
SHF	-0.280732906	0.000156169	0.002137085	178	178
EPHA4	-0.177123047	0.018020361	0.08048437	178	178
EPHA5	0.142290606	0.058136037	0.182531279	178	161
PELO	-0.279825986	0.000155014	0.002122747	178	178
EPHA7	0.053835204	0.475407312	0.681013054	178	174
CYP7B1	0.279855329	0.000154757	0.002120692	178	177
EPHB1	-0.055990399	0.457524048	0.667238036	178	178
EPHB2	0.092895314	0.217234799	0.426701194	178	178
EPHB3	-0.068808389	0.36108963	0.579513542	178	178
EPHB4	-0.091110073	0.226230821	0.437633364	178	178
ATP8B4	0.280920155	0.000154544	0.002119242	178	178
FAM36A	0.28023089	0.000151499	0.002078926	178	178
EPHX2	0.212595845	0.004454826	0.029114469	178	178
EPHX3	-0.095682759	0.203704665	0.410774631	178	177
EPHX4	-0.082431802	0.274002352	0.490746574	178	178
EPM2AIP1	0.05155815	0.49393974	0.694134348	178	178
EPM2A	0.195379651	0.009051812	0.04899823	178	178
EPN1	-0.004180103	0.955804244	0.978306218	178	178
EPN2	-0.099774557	0.184963449	0.387647221	178	178
EPN3	0.147614498	0.049260099	0.16348929	178	176
EPOR	0.143345934	0.056338691	0.178933708	178	178
GUCY1A3	0.281388275	0.000150549	0.002067332	178	178
EPPK1	-0.095318952	0.20564283	0.412756986	178	178
EPR1	-0.169707499	0.023636719	0.09773996	178	177
EPRS	0.011570029	0.878176654	0.938613103	178	178
ERG	0.280368284	0.000150323	0.002065657	178	178
EPS15	0.09813188	0.192328931	0.396300657	178	178
EPS8L1	-0.064703823	0.390494524	0.607142532	178	178
EPS8L2	-0.033346136	0.658278811	0.810662341	178	178
EPS8L3	-0.154273437	0.039773934	0.14122639	178	176
EPS8	0.087545974	0.244973446	0.45889588	178	178
EPSTI1	-0.029715026	0.693771686	0.833706553	178	178
EPT1	-0.091348438	0.225247976	0.436714725	178	178
EPX	0.031083072	0.680429005	0.825417858	178	133
EPYC	-0.18834539	0.011811994	0.059206685	178	158
ERAL1	-0.161712386	0.031042567	0.118386833	178	178
ERAP1	0.090868662	0.227703679	0.439382698	178	178
ERAP2	-0.030622526	0.684631452	0.82775267	178	178
ERAS	1.28E-05	0.99986428	0.999960512	178	138
ERBB2IP	0.016808716	0.823611304	0.910290467	178	178
ERBB2	-0.059909876	0.426974219	0.641125994	178	178
ERBB3	0.02383906	0.752111157	0.868842535	178	178
GLRA1	0.280424543	0.000149844	0.002060506	178	115
ERC1	0.093537916	0.214060082	0.423155459	178	178
FAM82A1	0.280490484	0.000149284	0.002054239	178	178
ERCC1	-0.002624666	0.972245338	0.986918856	178	178
ERCC2	-0.097629818	0.194814681	0.399432028	178	178
